timestamp,turbidity_NTU,conductivity_uScm,pH,tempC,flow_m3h,dP_bar,SDI,MFI,NO3_feed_mgL,SO4_feed_mgL,TOC_feed_mgL,NO3_permeate_mgL,SO4_permeate_mgL,TOC_permeate_mgL,NPF,NSP,NDP,MHI,systemEvent,economicImpact_EUR,timeSinceLastCIP_h
2025-01-02T09:25:00.000Z,0.355,1869,7.21,24.3,99.6,1.420,3.19,4.27,33.3,272.2,1.06,0.33,2.09,0.046,0.977,0.245,1.183,0.911,,8.14,33.4
2025-01-02T09:30:00.000Z,0.408,2141,7.21,24.3,100.1,1.399,3.32,4.27,28.8,269.8,1.74,1.67,0.80,0.104,0.982,0.169,1.166,0.919,,8.18,33.5
2025-01-02T09:35:00.000Z,0.332,2267,7.25,24.5,100.0,1.399,2.90,3.83,33.4,252.0,1.57,2.19,4.66,0.046,0.984,0.527,1.166,0.926,,8.20,33.6
2025-01-02T09:40:00.000Z,0.391,1985,7.28,24.0,102.4,1.395,2.76,4.38,33.1,278.0,1.62,2.62,0.56,0.066,0.995,0.215,1.163,0.936,,8.30,33.7
2025-01-02T09:45:00.000Z,0.330,2187,7.24,23.8,103.0,1.319,3.00,4.33,31.7,252.8,1.99,3.57,3.51,0.130,0.996,0.517,1.099,0.960,,8.30,33.8
2025-01-02T09:50:00.000Z,0.412,2318,7.27,23.9,99.7,1.441,3.36,4.11,32.9,282.6,1.71,2.98,6.01,0.028,0.964,0.673,1.201,0.892,,8.04,33.8
2025-01-02T09:55:00.000Z,0.399,2065,7.24,24.9,94.0,1.392,2.95,3.72,28.2,259.3,1.64,1.33,3.83,0.027,0.936,0.449,1.160,0.895,,7.80,33.9
2025-01-02T10:00:00.000Z,0.315,2153,7.10,25.7,102.3,1.369,2.92,4.42,30.5,261.9,1.00,1.39,5.66,0.090,1.045,0.603,1.141,0.947,,8.70,34.0
2025-01-02T10:05:00.000Z,0.335,2257,7.17,24.9,99.9,1.340,2.94,4.08,32.7,231.8,1.19,2.79,4.61,0.140,0.996,0.556,1.117,0.954,,8.30,34.1
2025-01-02T10:10:00.000Z,0.391,2182,7.19,24.8,95.7,1.306,2.87,4.36,29.4,274.7,1.89,0.96,5.66,0.117,0.950,0.571,1.089,0.932,,7.92,34.2
2025-01-02T10:15:00.000Z,0.391,2182,7.19,24.8,95.7,1.306,2.87,4.36,32.9,292.2,1.81,4.64,2.76,0.032,0.950,0.508,1.089,0.932,,7.92,34.3
2025-01-02T10:20:00.000Z,0.411,1975,7.17,24.5,100.9,1.430,3.09,3.76,29.2,273.6,2.13,3.43,4.31,0.098,0.993,0.645,1.192,0.922,,8.28,34.3
2025-01-02T10:25:00.000Z,0.336,2348,7.14,24.3,101.1,1.393,3.03,5.19,28.7,246.9,1.51,3.27,1.49,0.085,0.991,0.294,1.161,0.931,,8.26,34.4
2025-01-02T10:30:00.000Z,0.299,1983,7.17,25.0,106.0,1.383,3.21,4.03,31.5,278.2,1.74,0.32,6.08,0.198,1.061,0.633,1.153,0.939,,8.84,34.5
2025-01-02T10:35:00.000Z,0.323,2428,7.23,24.3,103.9,1.382,2.85,4.66,31.4,269.9,1.11,1.33,3.03,0.091,1.017,0.316,1.152,0.943,,8.47,34.6
2025-01-02T10:40:00.000Z,0.418,2321,7.17,25.0,105.1,1.375,2.79,4.32,29.1,260.0,1.46,2.66,3.69,0.020,1.051,0.456,1.146,0.945,,8.75,34.7
2025-01-02T10:45:00.000Z,0.389,2330,7.11,23.8,102.3,1.359,2.53,4.05,31.1,261.6,1.12,2.23,1.72,0.115,0.987,0.263,1.132,0.941,,8.22,34.8
2025-01-02T10:50:00.000Z,0.412,2159,7.14,23.9,95.8,1.351,2.95,4.55,32.1,254.6,1.62,0.81,2.49,0.172,0.928,0.276,1.126,0.902,,7.73,34.8
2025-01-02T10:55:00.000Z,0.412,2159,7.14,23.9,95.8,1.351,2.95,4.55,28.7,256.0,2.15,2.60,3.98,0.058,0.928,0.513,1.126,0.902,,7.73,34.9
2025-01-02T11:00:00.000Z,0.299,2132,7.20,24.1,99.3,1.412,2.98,4.19,32.0,288.7,1.77,1.52,4.93,0.110,0.967,0.548,1.177,0.910,,8.06,35.0
2025-01-02T11:05:00.000Z,0.447,2089,7.21,24.3,101.4,1.398,2.92,3.96,33.1,286.7,1.58,0.38,2.00,0.016,0.992,0.214,1.165,0.933,,8.27,35.1
2025-01-02T11:10:00.000Z,0.341,1984,7.18,24.2,106.0,1.363,2.64,3.97,31.3,287.1,2.16,1.76,6.30,0.217,1.036,0.741,1.136,0.949,,8.63,35.2
2025-01-02T11:15:00.000Z,0.425,2377,7.24,24.0,103.5,1.415,2.93,4.05,27.4,269.4,1.54,0.27,4.21,0.106,1.005,0.368,1.179,0.933,,8.37,35.3
2025-01-02T11:20:00.000Z,0.376,2357,7.22,24.1,100.5,1.366,3.00,4.29,24.9,274.4,1.21,1.96,3.94,0.057,0.980,0.434,1.139,0.934,,8.17,35.3
2025-01-02T11:25:00.000Z,0.307,2202,7.12,24.8,100.6,1.442,2.80,4.20,31.4,273.2,1.89,3.88,2.46,0.080,1.002,0.435,1.201,0.924,,8.35,35.4
2025-01-02T11:30:00.000Z,0.360,2189,7.22,24.1,100.9,1.413,3.26,3.89,29.9,289.0,1.13,2.67,3.39,0.124,0.983,0.456,1.178,0.916,,8.19,35.5
2025-01-02T11:35:00.000Z,0.328,2232,7.19,25.1,102.1,1.426,2.90,3.97,29.0,266.8,1.01,2.43,6.06,0.103,1.024,0.674,1.188,0.929,,8.53,35.6
2025-01-02T11:40:00.000Z,0.316,2171,7.28,24.3,102.6,1.352,2.67,4.75,30.2,266.9,1.36,2.52,6.32,0.102,1.005,0.721,1.126,0.953,,8.37,35.7
2025-01-02T11:45:00.000Z,0.313,2126,7.23,24.7,103.7,1.387,2.92,4.44,30.9,269.3,1.55,1.58,4.87,0.256,1.027,0.547,1.156,0.942,,8.56,35.8
2025-01-02T11:50:00.000Z,0.325,1993,7.19,23.8,105.3,1.336,2.88,3.81,28.8,294.3,1.63,0.79,0.59,0.028,1.018,0.107,1.113,0.958,,8.48,35.8
2025-01-02T11:55:00.000Z,0.395,2110,7.31,23.8,99.6,1.441,2.76,4.08,30.5,268.5,1.00,0.36,7.08,0.061,0.962,0.692,1.201,0.898,,8.01,35.9
2025-01-02T12:00:00.000Z,0.374,2220,7.29,24.0,101.8,1.370,2.99,4.19,29.3,286.5,1.59,2.44,2.37,0.077,0.989,0.346,1.141,0.939,,8.24,36.0
2025-01-02T12:05:00.000Z,0.319,1989,7.21,23.7,100.2,1.346,3.02,3.91,27.2,264.6,1.00,1.24,1.59,0.060,0.964,0.235,1.122,0.929,,8.04,36.1
2025-01-02T12:10:00.000Z,0.360,2279,7.17,23.9,101.0,1.405,3.03,3.67,24.5,257.9,1.00,2.26,4.19,0.116,0.978,0.486,1.171,0.920,,8.15,36.2
2025-01-02T12:15:00.000Z,0.378,1870,7.23,23.0,102.9,1.362,2.75,4.30,24.4,290.2,1.11,2.42,6.80,0.011,0.968,0.882,1.135,0.927,,8.07,36.3
2025-01-02T12:20:00.000Z,0.324,2304,7.19,23.4,103.2,1.420,2.71,4.50,30.4,262.6,1.00,2.81,4.97,0.168,0.984,0.577,1.183,0.920,,8.20,36.3
2025-01-02T12:25:00.000Z,0.362,2055,7.10,23.2,100.7,1.376,3.00,4.05,26.9,275.2,1.07,1.27,2.90,0.115,0.954,0.356,1.146,0.913,,7.95,36.4
2025-01-02T12:30:00.000Z,0.304,1955,7.28,22.8,102.2,1.384,2.75,4.05,31.0,268.3,1.26,1.50,5.04,0.068,0.957,0.608,1.153,0.913,,7.98,36.5
2025-01-02T12:35:00.000Z,0.313,2250,7.21,24.9,101.7,1.423,2.67,3.58,29.4,262.9,1.18,1.60,3.72,0.058,1.012,0.416,1.186,0.930,,8.44,36.6
2025-01-02T12:40:00.000Z,0.341,2180,7.11,22.9,106.0,1.443,3.03,4.06,29.0,275.0,1.14,2.34,6.31,0.066,0.996,0.708,1.202,0.920,,8.30,36.7
2025-01-02T12:45:00.000Z,0.351,2257,7.21,22.7,97.4,1.420,2.75,4.77,26.9,294.3,1.21,1.28,4.07,0.018,0.909,0.429,1.184,0.867,,7.57,36.8
2025-01-02T12:50:00.000Z,0.329,2265,7.25,22.9,100.9,1.440,2.75,3.62,27.8,287.8,1.00,3.14,0.58,0.070,0.947,0.217,1.200,0.888,,7.89,36.8
2025-01-02T12:55:00.000Z,0.378,2296,7.18,23.2,103.5,1.351,2.73,3.91,30.4,270.4,1.52,2.21,4.92,0.055,0.980,0.544,1.126,0.939,,8.17,36.9
2025-01-02T13:00:00.000Z,0.374,2102,7.36,23.2,98.5,1.418,2.99,4.09,27.0,262.9,1.10,1.88,6.05,0.073,0.932,0.683,1.181,0.884,,7.77,37.0
2025-01-02T13:05:00.000Z,0.329,2288,7.15,22.4,98.4,1.380,3.35,4.62,27.8,289.7,1.58,3.48,4.94,0.019,0.912,0.614,1.150,0.875,,7.60,37.1
2025-01-02T13:10:00.000Z,0.314,2412,7.23,22.5,97.6,1.329,3.08,4.20,29.2,262.6,1.56,1.76,4.80,0.107,0.905,0.486,1.108,0.891,,7.54,37.2
2025-01-02T13:15:00.000Z,0.338,2094,7.15,22.9,106.0,1.418,3.18,5.23,28.4,277.2,1.00,2.06,5.62,0.023,0.996,0.654,1.182,0.923,,8.30,37.3
2025-01-02T13:20:00.000Z,0.324,2091,7.22,22.5,99.7,1.409,3.16,3.80,27.6,266.1,1.68,1.39,6.63,0.088,0.924,0.714,1.174,0.878,,7.70,37.3
2025-01-02T13:25:00.000Z,0.355,2153,7.22,22.3,100.3,1.452,2.83,4.25,26.5,267.5,1.19,1.92,5.37,0.034,0.925,0.606,1.210,0.869,,7.71,37.4
2025-01-02T13:30:00.000Z,0.328,2210,7.17,22.9,96.7,1.402,2.74,3.87,27.8,266.2,1.33,0.75,2.15,0.083,0.908,0.235,1.168,0.873,,7.57,37.5
2025-01-02T13:35:00.000Z,0.298,2385,7.22,22.6,103.7,1.433,2.95,3.92,28.4,275.3,1.00,2.93,0.74,0.088,0.965,0.210,1.194,0.903,,8.04,37.6
2025-01-02T13:40:00.000Z,0.343,2168,7.11,22.4,97.5,1.336,2.86,3.51,30.5,258.6,1.38,0.63,1.48,0.130,0.901,0.171,1.113,0.888,,7.51,37.7
2025-01-02T13:45:00.000Z,0.287,2313,7.12,21.6,94.6,1.413,2.72,4.01,28.2,269.3,1.29,2.42,4.30,0.088,0.854,0.498,1.178,0.831,,7.12,37.8
2025-01-02T13:50:00.000Z,0.365,2057,7.23,21.8,101.4,1.376,2.99,4.03,29.0,275.5,1.21,2.62,4.58,0.138,0.920,0.598,1.147,0.889,,7.67,37.8
2025-01-02T13:55:00.000Z,0.364,2351,7.32,22.3,95.7,1.396,3.10,4.02,27.5,260.2,1.26,2.12,3.70,0.144,0.883,0.423,1.163,0.855,,7.36,37.9
2025-01-02T14:00:00.000Z,0.256,2311,7.17,21.1,98.1,1.401,3.07,4.87,26.1,276.6,1.79,1.79,2.68,0.130,0.874,0.325,1.168,0.848,,7.28,38.0
2025-01-02T14:05:00.000Z,0.311,2200,7.21,22.1,95.9,1.426,2.77,3.94,30.9,258.0,1.14,1.62,5.86,0.130,0.878,0.621,1.188,0.844,,7.32,38.1
2025-01-02T14:10:00.000Z,0.359,2072,7.25,22.2,99.2,1.405,3.06,3.88,26.3,263.3,1.61,2.18,3.57,0.077,0.913,0.471,1.171,0.874,,7.60,38.2
2025-01-02T14:15:00.000Z,0.277,2190,7.27,21.5,99.3,1.400,2.79,4.52,29.3,285.3,1.33,3.11,2.77,0.013,0.895,0.424,1.166,0.864,,7.46,38.3
2025-01-02T14:20:00.000Z,0.247,2173,7.19,21.1,101.9,1.431,2.91,4.20,31.4,269.7,1.41,3.05,2.39,0.146,0.906,0.389,1.193,0.862,,7.55,38.3
2025-01-02T14:25:00.000Z,0.291,2271,7.19,21.5,99.8,1.409,3.03,4.41,27.9,271.5,1.51,1.57,5.12,0.121,0.898,0.533,1.174,0.863,,7.48,38.4
2025-01-02T14:30:00.000Z,0.323,2258,7.27,20.8,101.0,1.410,3.07,3.99,27.8,264.0,1.42,2.17,5.49,0.024,0.890,0.601,1.175,0.856,,7.42,38.5
2025-01-02T14:35:00.000Z,0.246,2223,7.34,22.1,101.6,1.363,2.78,3.81,28.4,289.7,1.29,1.38,2.93,0.093,0.931,0.338,1.136,0.901,,7.76,38.6
2025-01-02T14:40:00.000Z,0.338,2147,7.27,21.1,105.3,1.423,3.21,4.02,27.5,273.2,1.04,2.18,0.55,0.019,0.937,0.173,1.186,0.882,,7.81,38.7
2025-01-02T14:45:00.000Z,0.320,2142,7.17,21.2,96.6,1.434,3.13,3.94,24.9,296.5,1.06,0.82,7.50,0.022,0.860,0.746,1.195,0.826,,7.17,38.8
2025-01-02T14:50:00.000Z,0.277,2045,7.22,22.2,98.6,1.451,2.69,3.90,28.6,266.9,1.00,2.35,6.24,0.010,0.907,0.748,1.209,0.856,,7.56,38.8
2025-01-02T14:55:00.000Z,0.276,2276,7.29,20.6,99.2,1.399,2.93,4.11,26.2,274.9,1.82,2.10,1.32,0.266,0.869,0.227,1.166,0.846,,7.24,38.9
2025-01-02T15:00:00.000Z,0.275,2205,7.25,20.3,97.4,1.417,3.13,5.21,25.9,256.3,1.62,1.44,3.07,0.039,0.846,0.357,1.181,0.820,,7.05,39.0
2025-01-02T15:05:00.000Z,0.353,2397,7.19,21.0,95.4,1.465,2.67,4.01,24.8,261.0,1.16,3.07,4.45,0.012,0.845,0.525,1.221,0.808,,7.04,39.1
2025-01-02T15:10:00.000Z,0.344,2236,7.20,21.4,104.0,1.423,3.00,4.06,33.6,275.7,1.39,1.66,0.55,0.136,0.934,0.139,1.185,0.884,,7.79,39.2
2025-01-02T15:15:00.000Z,0.308,2049,7.08,20.4,97.7,1.385,2.59,4.41,29.0,277.5,1.31,1.22,1.05,0.068,0.850,0.175,1.154,0.837,,7.08,39.3
2025-01-02T15:20:00.000Z,0.338,2030,7.09,19.8,99.1,1.406,2.86,4.10,24.6,262.4,1.65,0.99,5.15,0.086,0.848,0.566,1.172,0.829,,7.06,39.3
2025-01-02T15:25:00.000Z,0.312,2203,7.21,20.8,98.0,1.410,2.99,3.88,24.7,281.0,1.28,1.69,2.84,0.013,0.862,0.350,1.175,0.838,,7.19,39.4
2025-01-02T15:30:00.000Z,0.340,2178,7.14,19.9,100.0,1.431,2.68,3.75,23.9,267.0,1.34,1.45,7.02,0.080,0.856,0.725,1.192,0.827,,7.13,39.5
2025-01-02T15:35:00.000Z,0.294,2298,7.22,19.8,97.1,1.414,2.53,3.85,24.7,269.5,1.79,2.72,5.03,0.021,0.830,0.579,1.179,0.814,,6.92,39.6
2025-01-02T15:40:00.000Z,0.275,2314,7.23,20.7,101.3,1.387,3.02,3.33,27.9,277.6,1.38,1.74,4.45,0.082,0.890,0.475,1.155,0.864,,7.42,39.7
2025-01-02T15:45:00.000Z,0.620,1853,7.21,20.3,103.6,1.427,2.88,5.33,26.9,280.2,1.28,2.32,2.66,0.147,0.900,0.437,1.189,0.856,,7.50,39.8
2025-01-02T15:50:00.000Z,0.302,2157,7.12,20.3,99.4,1.423,2.91,4.46,25.6,273.4,1.09,0.96,3.45,0.071,0.863,0.373,1.186,0.834,,7.19,39.8
2025-01-02T15:55:00.000Z,0.601,2157,7.17,19.8,94.0,1.396,3.16,5.00,29.0,265.8,1.25,1.74,5.19,0.041,0.803,0.578,1.163,0.798,,6.69,39.9
2025-01-02T16:00:00.000Z,0.327,2332,7.20,20.8,98.3,1.421,2.68,3.97,26.4,271.7,1.54,1.12,7.57,0.079,0.866,0.707,1.185,0.837,,7.22,40.0
2025-01-02T16:05:00.000Z,0.324,2364,7.23,20.3,104.1,1.363,2.65,3.98,30.5,286.6,1.53,1.59,3.40,0.048,0.903,0.368,1.136,0.881,,7.52,40.1
2025-01-02T16:10:00.000Z,0.257,2191,7.18,19.7,98.4,1.376,2.59,3.93,27.6,259.2,1.38,1.04,4.24,0.155,0.838,0.443,1.147,0.832,,6.99,40.2
2025-01-02T16:15:00.000Z,0.328,2048,7.27,19.6,99.3,1.416,3.14,4.23,30.1,268.8,1.00,2.00,0.67,0.084,0.844,0.182,1.180,0.820,,7.03,40.3
2025-01-02T16:20:00.000Z,0.317,2488,7.13,18.7,99.3,1.409,2.86,4.46,30.7,272.8,1.48,1.98,5.25,0.094,0.821,0.518,1.174,0.810,,6.85,40.3
2025-01-02T16:25:00.000Z,0.329,2280,7.25,19.6,102.5,1.469,3.13,4.37,29.1,274.3,1.27,2.76,3.52,0.122,0.870,0.454,1.224,0.823,,7.25,40.4
2025-01-02T16:30:00.000Z,0.365,1892,7.22,19.7,97.6,1.443,2.74,5.05,24.3,281.4,1.52,1.45,4.29,0.015,0.831,0.546,1.202,0.806,,6.93,40.5
2025-01-02T16:35:00.000Z,0.296,2240,7.29,20.2,102.4,1.434,2.83,4.10,26.4,287.7,1.65,2.42,3.34,0.108,0.887,0.428,1.195,0.848,,7.40,40.6
2025-01-02T16:40:00.000Z,0.299,2141,7.26,20.0,100.3,1.437,2.96,3.86,23.0,268.2,2.17,2.21,4.63,0.046,0.862,0.556,1.198,0.830,,7.19,40.7
2025-01-02T16:45:00.000Z,0.266,2322,7.22,19.1,103.5,1.407,3.07,3.60,26.0,276.1,1.89,2.38,4.52,0.181,0.865,0.512,1.172,0.840,,7.21,40.8
2025-01-02T16:50:00.000Z,0.318,2240,7.18,19.6,105.5,1.380,2.93,4.10,26.4,266.5,1.68,2.50,3.45,0.130,0.896,0.442,1.150,0.871,,7.46,40.8
2025-01-02T16:55:00.000Z,0.278,2230,7.17,19.2,99.6,1.361,2.72,3.56,26.5,285.9,2.29,1.57,8.40,0.132,0.837,0.838,1.134,0.835,,6.97,40.9
2025-01-02T17:00:00.000Z,0.322,2053,7.26,19.2,98.0,1.436,2.89,4.08,28.6,266.7,1.74,3.17,4.89,0.164,0.822,0.661,1.197,0.802,,6.85,41.0
2025-01-02T17:05:00.000Z,0.313,2203,7.17,19.7,99.0,1.416,2.71,4.11,24.0,261.7,1.39,1.90,1.54,0.100,0.845,0.243,1.180,0.824,,7.04,41.1
2025-01-02T17:10:00.000Z,0.315,2024,7.20,19.2,95.5,1.392,3.08,4.21,27.3,259.7,1.81,1.45,1.06,0.087,0.801,0.191,1.160,0.799,,6.68,41.2
2025-01-02T17:15:00.000Z,0.268,2183,7.17,18.4,103.4,1.429,2.67,3.71,27.9,264.1,1.89,1.40,2.08,0.158,0.846,0.267,1.191,0.821,,7.05,41.3
2025-01-02T17:20:00.000Z,0.326,2223,7.20,18.1,101.2,1.425,2.93,4.42,39.1,273.3,1.88,4.25,2.90,0.071,0.821,0.490,1.188,0.804,,6.84,41.3
2025-01-02T17:25:00.000Z,0.326,2353,7.21,18.9,95.4,1.447,2.78,3.77,24.9,285.7,1.57,0.71,0.57,0.023,0.793,0.100,1.206,0.778,,6.61,41.4
2025-01-02T17:30:00.000Z,0.260,2249,7.19,17.8,94.7,1.434,3.14,3.55,28.2,268.3,2.11,1.57,4.40,0.039,0.761,0.475,1.195,0.757,,6.34,41.5
2025-01-02T17:35:00.000Z,0.289,2117,7.25,18.7,97.1,1.374,2.76,4.30,28.8,273.1,1.37,1.39,6.09,0.115,0.803,0.654,1.145,0.808,,6.69,41.6
2025-01-02T17:40:00.000Z,0.265,2045,7.19,18.7,97.5,1.423,2.84,4.24,26.9,248.5,2.07,3.04,5.38,0.021,0.804,0.704,1.186,0.793,,6.70,41.7
2025-01-02T17:45:00.000Z,0.332,2324,7.18,18.5,99.1,1.421,3.02,3.47,40.0,268.7,2.11,1.70,3.90,0.146,0.813,0.424,1.184,0.799,,6.77,41.8
2025-01-02T17:50:00.000Z,0.316,2204,7.20,18.5,100.8,1.441,3.10,4.22,25.8,268.0,1.66,2.83,1.92,0.156,0.827,0.328,1.201,0.802,,6.89,41.8
2025-01-02T17:55:00.000Z,0.288,2266,7.18,18.1,102.6,1.407,2.54,4.23,24.6,266.7,1.82,1.72,3.41,0.042,0.831,0.393,1.172,0.817,,6.93,41.9
2025-01-02T18:00:00.000Z,0.329,2150,7.20,18.3,102.7,1.423,2.90,3.74,29.2,288.2,1.45,0.31,4.74,0.064,0.838,0.458,1.186,0.817,,6.98,42.0
2025-01-02T18:05:00.000Z,0.311,1959,7.16,18.6,101.5,1.438,3.08,3.57,26.5,262.0,1.85,1.52,4.89,0.278,0.837,0.592,1.198,0.810,,6.97,42.1
2025-01-02T18:10:00.000Z,0.280,2072,7.16,17.8,101.1,1.426,2.59,4.47,26.0,262.0,1.76,2.08,1.33,0.099,0.812,0.248,1.188,0.798,,6.77,42.2
2025-01-02T18:15:00.000Z,0.254,2382,7.11,18.1,100.3,1.429,2.67,3.96,27.2,283.8,1.35,0.90,1.88,0.078,0.812,0.203,1.191,0.797,,6.77,42.3
2025-01-02T18:20:00.000Z,0.324,2189,7.26,18.1,97.1,1.447,3.16,4.19,27.2,251.1,2.02,2.66,6.28,0.116,0.786,0.719,1.206,0.770,,6.55,42.3
2025-01-02T18:25:00.000Z,0.279,2221,7.24,18.1,95.0,1.400,2.84,4.83,26.5,270.3,1.05,1.20,7.22,0.078,0.769,0.715,1.167,0.776,,6.41,42.4
2025-01-02T18:30:00.000Z,0.341,2005,7.13,18.1,101.2,1.440,2.84,4.53,27.4,258.4,1.43,1.50,2.40,0.073,0.821,0.329,1.200,0.800,,6.84,42.5
2025-01-02T18:35:00.000Z,0.283,2409,7.12,17.2,104.1,1.406,2.99,4.07,24.4,268.6,1.51,0.47,1.83,0.131,0.820,0.176,1.172,0.809,,6.83,42.6
2025-01-02T18:40:00.000Z,0.292,1898,7.19,17.9,101.4,1.411,3.17,3.84,25.8,255.8,1.21,2.36,1.18,0.071,0.818,0.273,1.176,0.803,,6.82,42.7
2025-01-02T18:45:00.000Z,0.248,2380,7.18,18.4,97.8,1.424,2.90,3.40,29.8,256.6,1.21,3.03,6.97,0.030,0.801,0.739,1.186,0.791,,6.67,42.8
2025-01-02T18:50:00.000Z,0.284,2199,7.17,17.8,95.7,1.427,2.85,3.99,27.4,268.5,1.20,2.49,2.83,0.089,0.769,0.393,1.190,0.767,,6.41,42.8
2025-01-02T18:55:00.000Z,0.267,2281,7.20,17.4,102.5,1.434,2.85,3.97,27.2,253.5,1.44,0.94,2.26,0.039,0.813,0.247,1.195,0.796,,6.77,42.9
2025-01-02T19:00:00.000Z,0.282,2213,7.24,18.0,101.3,1.377,2.96,4.80,34.8,282.3,2.28,1.61,3.61,0.272,0.817,0.414,1.148,0.817,,6.81,43.0
2025-01-02T19:05:00.000Z,0.326,2244,7.27,17.9,102.7,1.442,2.93,4.04,26.1,265.2,1.90,2.66,7.22,0.215,0.827,0.786,1.202,0.803,,6.89,43.1
2025-01-02T19:10:00.000Z,0.331,2260,7.13,17.1,102.2,1.459,3.01,4.07,28.5,269.1,1.00,2.96,1.76,0.100,0.802,0.313,1.216,0.780,,6.68,43.2
2025-01-02T19:15:00.000Z,0.286,2498,7.15,17.6,103.0,1.398,2.96,4.32,29.2,260.4,1.22,2.57,0.52,0.121,0.822,0.165,1.165,0.813,,6.85,43.3
2025-01-02T19:20:00.000Z,0.271,2336,7.18,17.4,100.8,1.431,2.86,3.60,30.6,280.1,1.40,0.31,2.18,0.014,0.799,0.202,1.192,0.787,,6.66,43.3
2025-01-02T19:25:00.000Z,0.299,2141,7.18,17.2,106.0,1.447,3.00,4.23,29.7,279.0,1.86,2.14,4.85,0.159,0.836,0.573,1.206,0.808,,6.97,43.4
2025-01-02T19:30:00.000Z,0.293,2467,7.08,16.6,105.8,1.433,2.82,4.93,36.1,273.0,2.13,1.48,3.54,0.120,0.819,0.359,1.194,0.801,,6.83,43.5
2025-01-02T19:35:00.000Z,0.310,2160,7.24,18.2,102.3,1.402,3.08,4.29,26.4,283.7,1.34,2.83,4.22,0.118,0.831,0.548,1.168,0.817,,6.92,43.6
2025-01-02T19:40:00.000Z,0.304,1998,7.22,17.3,106.0,1.420,2.73,3.78,25.9,271.7,1.69,1.35,3.03,0.057,0.837,0.385,1.183,0.817,,6.98,43.7
2025-01-02T19:45:00.000Z,0.313,2162,7.24,18.3,97.8,1.389,3.14,4.08,24.9,284.3,1.18,2.40,6.42,0.136,0.797,0.727,1.158,0.796,,6.64,43.8
2025-01-02T19:50:00.000Z,0.324,2131,7.22,17.8,102.3,1.421,2.91,4.65,25.5,262.2,1.81,2.31,2.98,0.158,0.821,0.409,1.184,0.806,,6.85,43.8
2025-01-02T19:55:00.000Z,0.303,2081,7.23,17.4,102.1,1.442,2.78,4.89,25.6,289.5,1.00,1.38,3.47,0.042,0.811,0.413,1.201,0.792,,6.76,43.9
2025-01-02T20:00:00.000Z,0.287,2301,7.16,17.4,101.5,1.480,2.59,3.77,25.8,266.0,1.54,1.44,0.53,0.041,0.806,0.121,1.233,0.777,,6.72,44.0
2025-01-02T20:05:00.000Z,0.236,2093,7.20,18.0,96.6,1.404,2.71,4.42,23.6,272.6,1.45,0.97,0.55,0.179,0.782,0.107,1.170,0.784,,6.52,44.1
2025-01-02T20:10:00.000Z,0.334,2232,7.24,17.2,106.0,1.472,2.90,4.19,27.5,260.3,1.43,1.47,1.18,0.052,0.837,0.185,1.227,0.801,,6.97,44.2
2025-01-02T20:15:00.000Z,0.350,2395,7.21,16.8,100.1,1.443,2.56,4.27,28.7,254.5,1.25,2.02,3.70,0.061,0.779,0.411,1.203,0.769,,6.49,44.3
2025-01-02T20:20:00.000Z,0.266,2219,7.21,17.4,103.4,1.382,3.20,3.78,26.3,251.5,1.41,0.96,1.15,0.028,0.820,0.156,1.151,0.813,,6.83,44.3
2025-01-02T20:25:00.000Z,0.321,2238,7.19,16.6,96.6,1.389,2.71,3.64,29.2,275.9,1.56,3.16,3.95,0.259,0.746,0.523,1.157,0.763,,6.21,44.4
2025-01-02T20:30:00.000Z,0.310,2337,7.21,17.3,94.3,1.451,2.83,4.50,29.2,261.6,1.00,3.19,5.74,0.055,0.746,0.656,1.209,0.744,,6.21,44.5
2025-01-02T20:35:00.000Z,0.336,2313,7.17,16.2,100.7,1.420,2.57,4.20,27.5,266.2,1.24,1.72,1.61,0.020,0.770,0.229,1.183,0.771,,6.42,44.6
2025-01-02T20:40:00.000Z,0.307,2335,7.17,16.9,99.4,1.435,2.92,4.16,30.5,282.8,1.17,1.50,2.86,0.012,0.776,0.322,1.196,0.770,,6.47,44.7
2025-01-02T20:45:00.000Z,0.355,2309,7.26,17.9,99.3,1.443,3.22,3.76,24.2,269.9,1.05,2.53,2.01,0.010,0.799,0.306,1.202,0.779,,6.66,44.8
2025-01-02T20:50:00.000Z,0.261,2061,7.29,16.7,100.4,1.412,2.87,3.92,27.9,250.1,1.34,1.85,4.36,0.060,0.779,0.531,1.176,0.779,,6.49,44.8
2025-01-02T20:55:00.000Z,0.273,1968,7.22,17.4,103.0,1.424,2.86,3.90,26.9,284.3,1.33,3.24,3.00,0.126,0.816,0.503,1.187,0.801,,6.80,44.9
2025-01-02T21:00:00.000Z,0.364,2239,7.20,16.3,94.7,1.417,2.73,4.17,28.7,270.2,1.75,2.37,3.57,0.111,0.726,0.446,1.181,0.741,,6.05,45.0
2025-01-02T21:05:00.000Z,0.275,2155,7.18,17.5,102.4,1.417,2.92,4.07,27.6,261.0,1.00,1.18,2.71,0.074,0.815,0.317,1.181,0.802,,6.79,45.1
2025-01-02T21:10:00.000Z,0.399,2148,7.26,18.2,98.9,1.407,2.86,3.56,30.2,288.9,1.18,1.82,7.35,0.060,0.804,0.786,1.172,0.798,,6.70,45.2
